0.0,19141.831313859,297767.36239799
0.08166666666666667,29871.3109923793,80193.2389011405
0.16333333333333333,36019.7201825979,63683.8249984225
0.24472222222222223,68039.8693724165,-168229.446829328
0.3263888888888889,186717.34395141,112225.409440409
0.40805555555555556,206832.15447174,-117443.923261055
0.48944444444444446,221944.397178034,106216.236456566
0.5733333333333334,238365.235921527,154381.711258699
0.6552777777777777,250726.75845485,35128.7509633529
0.7366666666666667,245263.361603483,-90018.1100041213
0.8183333333333334,244839.128782957,19086.7771870186
0.9,254346.702016039,-105381.372385802
0.9816666666666667,260743.376973587,-39080.9986813729
1.0633333333333332,249420.392826128,35742.844483883
1.1447222222222222,256493.923491956,-19973.1150457152
1.226388888888889,255947.848102816,-81368.6464808978
1.3080555555555555,247706.592692089,141832.335345845
1.3919444444444444,249514.425359509,27328.7602716536
1.5508333333333333,246357.873932042,160371.998603849
1.6325,260752.889121664,-83970.9496851225
1.7141666666666666,260717.750411741,-39908.0822097324
1.7958333333333334,260268.639154581,152236.000847735
1.8772222222222221,260766.429911465,230437.677120314
1.958888888888889,259348.459105035,-195012.14851436
2.0405555555555557,263722.833628751,42862.410410239
2.1222222222222222,245485.529328031,171158.506078056
